"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Adssl1",24,13
"Adtrp",1988.7,1301.632
"Aebp1",930.889,885.512
"Aebp2",1516.723,1429.274
"Aen",309.963,515.005
"Aes",6336.044,6845.014
"AF067063",4,0
"AF529169",4.161,12.226
"Afap1",401.788,539.283
"Afap1l1",117.002,116.001
"Afap1l2",145.001,152.765
"Aff1",3222.939,2203.461
"Aff2",9,5
"Aff3",86,38.691
"Aff4",2720.593,2475.921
"Afg3l1",928.155,1111.867
"Afg3l2",2765.534,2830.407
"Afm",1,0
"Afmid",166,124.859
"Afp",15,14
"Aftph",3285.112,2991.459
"Aga",381.692,478.183
"Agap1",2220.608,1811.68
"Agap2",109.201,70
"Agap3",555.542,631.636
"Agbl1",0,0
"Agbl2",61.198,100.337
"Agbl3",33.767,41.433
"Agbl4",1,2
"Agbl5",256.002,226.082
"Ager",24.001,30.999
"Agfg1",1565.287,1566.988
"Agfg2",370.847,422.192
"Aggf1",1244.12,1427.112
"Agl",694.107,847.816
"Agmat",52,73
"Agmo",1751.265,739.49
"Ago1",1121.638,1200.389
"Ago2",3604.472,3590.848
"Ago3",430.213,410.272
"Ago4",208,167
"Agpat1",2483.006,3032.443
"Agpat2",4696.004,5666.781
"Agpat3",1098.073,909
"Agpat4",691.755,1296.3
"Agpat5",794.601,1121.003
"Agpat9",3234.913,2435.134
"Agps",877.152,1101.391
"Agr2",12107.435,30868.986
"Agr3",39,25
"Agrn",1709.46,1632.642
"Agrp",1,2
"Agt",276.808,249.339
"Agtpbp1",407.104,565.835
"Agtr1a",81,88.001
"Agtr1b",11,5
"Agtr2",0,0
"Agtrap",548.016,786.016
"Agxt",5,2
"Agxt2",13.004,2
"Ahctf1",1503.931,1469.179
"Ahcyl1",3164.926,3723.276
"Ahcyl2",8305.904,6751.19
"Ahdc1",651.022,507.374
"Ahi1",173,219.015
"Ahr",371.059,362.73
"Ahrr",23.471,11
"Ahsa1",2173.862,2676.836
"Ahsa2",807.344,969.123
"Ahsg",2,1
"AI182371",6,2
"AI314180",3022.393,2774.819
"AI413582",94,123
"AI429214",33,28
"AI464131",466.741,398.066
"AI467606",122,95.896
"AI481877",3,6
"AI593442",7,16
"AI597479",477.98,473.206
"AI606181",251.505,397.03
"AI607873",154.667,120
"AI837181",469.243,503.744
"AI846148",265,316
"AI854703",20,26
"AI987944",295.103,300.496
"Aicda",3.003,2
"Aida",506.967,619.345
"Aif1",188,274.723
"Aif1l",2,16
"Aifm1",1333.612,1519.582
"Aifm2",224.157,283.999
"Aifm3",13,15
"Aig1",1010.924,1126.447
"Aim1",2455.395,1992.11
"Aim1l",1300.543,1383.472
"Aim2",343.375,495.971
"Aimp1",1194.228,1397.992
"Aimp2",436.174,603.026
"Aip",620.991,708.831
"Aipl1",0,1
"Aire",1,1
"Ajap1",5,9
"Ajuba",100.917,112.484
"AK010878",161.161,174.246
"Ak1",168.628,256.803
"Ak2",4352.581,5186.465
"Ak3",5734.989,5386.071
"Ak4",170.03,227
"Ak5",2,7
"Ak7",35.002,77
"Ak8",5,2
"Ak9",20.873,15.165
"Akain1",1,0
"Akap1",1372.889,1476.426
"Akap10",743.022,607.057
"Akap11",1709.874,1495.284
"Akap12",960.398,1109.436
"Akap13",4408.798,4016.049
"Akap14",1,0
"Akap2",1080.626,1827.931
"Akap3",0,2
"Akap4",0,0
"Akap5",10.081,27.002
"Akap6",254.01,358.026
"Akap7",1471.746,1688.786
"Akap8",1354.32,1384.218
"Akap8l",382.042,364.729
"Akap9",5129.102,3108.553
"Akip1",177.001,302.725
"Akirin1",156.727,156.18
"Akirin2",977.964,1058.475
"Akna",414.316,290.001
"Aknad1",7,5
"Akp3",2.578,3
"Akr1a1",10153.498,12825.514
"Akr1b10",238,330.378
"Akr1b7",2259.071,488.527
"Akr1b8",143,329.757
"Akr1c13",1325.002,1667.954
"Akr1c14",1646.05,806.008
"Akr1c18",0,2
"Akr1c19",364.142,356.454
"Akr1c20",0,0
"Akr1c21",0,0
"Akr1c6",1,0
"Akr1cl",6,4
"Akr1d1",2,2
"Akr1e1",861.84,892.228
"Akr7a5",847.414,922.539
"Akt1",2183.536,3189.547
"Akt1s1",705.308,889.484
"Akt2",1505.014,1579.991
"Akt3",542.015,509.036
"Aktip",1322.663,1478.152
"Alad",408.039,547.237
"Alas1",1999.221,2850.727
"Alas2",11,17
"Alb",0,1
"Alcam",836.68,812.051
"Aldh16a1",1641.188,1820.102
"Aldh18a1",2848.317,2459.846
"Aldh1a1",3715.71,1812.371
"Aldh1a2",319.798,310.085
"Aldh1a3",826.084,1244.032
"Aldh1a7",708.095,143.735
"Aldh1b1",16291.492,15225.726
"Aldh1l1",2993.204,2318.528
"Aldh1l2",26.96,15
"Aldh2",5394.486,5941.743
"Aldh3a1",6,1
"Aldh3a2",4227.126,2463.105
"Aldh3b1",456.144,485.938
"Aldh3b2",22.039,38.061
"Aldh4a1",1215.643,438.239
"Aldh5a1",578.759,693.736
"Aldh6a1",803.757,599.431
"Aldh7a1",459.23,489.226
"Aldh8a1",3,1
"Aldh9a1",8500.059,6161.925
"Aldoa",10792.86,20195.655
"Aldoart1",2.003,1.001
"Aldoart2",3,4
"Aldob",28869.789,14941.647
"Aldoc",116.997,235.054
"Alg1",230.073,286.501
"Alg10b",598.213,432.386
"Alg11",709.923,712.223
"Alg12",247.002,369.344
"Alg13",75,56.089
"Alg14",157.571,221.065
"Alg2",652.354,759.63
"Alg3",148.039,316.454
"Alg5",918.868,1200.673
"Alg6",344.4,455.946
"Alg8",402.115,492.489
"Alg9",722.684,929.596
"Alk",5,21.005
"Alkbh1",267.21,317.012
"Alkbh2",65.359,82
"Alkbh3",292.96,435.433
"Alkbh4",197.201,186.002
"Alkbh5",3403.543,3368.656
"Alkbh6",214.999,279.251
"Alkbh7",117.928,160.3
"Alkbh8",213.53,224.446
"Allc",0,7.226
"Alms1",93.686,78.915
"Alox12",14,32.446
"Alox12b",3,5
"Alox12e",16,20.014
"Alox15",20,155.244
"Alox5",150.425,563.195
"Alox5ap",166,531.952
"Alox8",9.229,20.394
"Aloxe3",5,5
"Alpi",6920.312,3352.877
"Alpk1",405.759,404
"Alpk2",109.289,118.64
"Alpk3",4,7
"Alpl",67,95.003
"Alppl2",23.007,29
"Als2",1331.874,568.655
"Als2cl",372.021,243
"Als2cr11",0,3
"Als2cr12",47.001,34.431
"Alx1",0,0
"Alx3",0,0
"Alx4",3.002,12
"Alyref",978.803,1640.298
"Alyref2",78,181.119
"Amacr",365.548,339.018
"Ambn",0,0
"Ambp",1,1
"Ambra1",1135.539,929.101
"Amdhd1",2,1
"Amdhd2",571.367,678.501
"Amelx",0,0
"Amer1",305.666,327.373
"Amer2",4,0
"Amer3",5,8
"Amfr",3523.612,3651.699
"Amh",0,3
"Amhr2",3,12
"Amica1",787.098,601.175
"Amigo1",536.293,512.576
"Amigo2",141.002,114.13
"Amigo3",79.349,124.926
"Ammecr1",454.568,548.276
"Ammecr1l",1523.932,1280.186
"Amn",830.34,390.045
"Amn1",378.862,376.472
"Amot",893.176,803.345
"Amotl1",107.262,75
"Amotl2",417.107,275.033
"Ampd1",0,0
"Ampd2",537.041,595.052
"Ampd3",615.999,736.001
"Amph",36,39
"Amt",46,49
"Amtn",0,0
"Amz1",71.001,68
"Amz2",759.935,925.785
"Anapc1",1793.649,1960.675
"Anapc10",147,150.09
"Anapc11",522.902,670.944
"Anapc13",681.805,905.631
"Anapc15",238,429.94
"Anapc16",674.296,772.574
"Anapc2",1363.779,1568.181
"Anapc4",851.84,1176.441
"Anapc5",2972.39,3486.136
"Anapc7",653.733,770.317
"Ang",2152.895,5227.363
"Ang2",1803.215,6737.185
"Ang5",5667.573,23373.703
"Ang6",10076.212,40372.111
"Angel1",90,128
"Angel2",1805.455,1607.951
"Angpt1",35,33
"Angpt2",106,142.001
"Angpt4",2,4
"Angptl1",164,109
"Angptl2",594.117,921.485
"Angptl3",0,1
"Angptl4",838.953,77.074
"Angptl6",29,26
"Angptl7",1,0
"Angptl8",17,16.907
"Ank",1581.029,1196.411
"Ank1",231.973,467.304
"Ankar",0,0
"Ankdd1a",0,0
"Ankdd1b",0,0
"Ankef1",9,1
"Ankfy1",2923.932,2712.218
"Ankhd1",2115.015,2148.083
"Ankib1",2393.846,1542.815
"Ankk1",0,0
"Ankle1",96.434,158.026
"Ankle2",812.527,849.44
"Ankmy1",4,2
"Ankmy2",1008.133,991.409
"Ankra2",570.999,507.319
"Ankrd1",2,21.434
"Ankrd10",622.586,691.001
"Ankrd13a",5099.742,5266.005
"Ankrd13b",186.889,219.188
"Ankrd13c",2379.59,2107.806
"Ankrd13d",31.677,34.001
"Ankrd16",414.001,483.06
"Ankrd17",3020.428,2998.99
"Ankrd2",0,0
"Ankrd22",39,123
"Ankrd24",77.008,75
"Ankrd26",187,233.008
"Ankrd27",715.821,791.602
"Ankrd28",1080.217,1257.182
"Ankrd29",74.043,85
"Ankrd33",0,1
"Ankrd33b",17,23
"Ankrd34a",7,11
"Ankrd34b",2,2
"Ankrd34c",0,0
"Ankrd36",0,0
"Ankrd37",88,228.315
"Ankrd39",10,27
"Ankrd40",851.256,866.166
"Ankrd42",14.027,28
"Ankrd44",495.224,450.21
"Ankrd45",7,10
"Ankrd46",858.49,748.017
"Ankrd49",259.956,288.04
"Ankrd52",1085.962,1068.853
"Ankrd53",0,0
"Ankrd54",246,356.444
"Ankrd55",13,8
"Ankrd6",76.224,74.315
"Ankrd60",0,0
"Ankrd61",1,0
"Ankrd63",35,44.606
"Ankrd65",0,0
"Ankrd66",1,10
"Ankrd7",2,0
"Ankrd9",135.405,174.015
"Anks1",843.66,792.938
"Anks3",370.453,361.299
"Anks4b",5219.234,3007.655
"Anks6",68,65.999
"Ankzf1",664.24,608.748
"Anln",466.126,573.126
"Ano1",429.012,810.712
"Ano10",1801.232,1701.507
"Ano2",83,51
"Ano3",0,0
"Ano4",2,2
"Ano5",14.954,11.001
"Ano6",8783.994,4013.667
"Ano7",1091.448,1825.328
"Ano8",110.136,150.989
"Ano9",2233.117,1847.267
"Anp32a",3706.172,5656.325
"Anp32b",3883.095,5323.115
"Anp32e",2337.736,3307.617
"Anpep",187027.881,91017.622
"Antxr1",901.904,1066.481
"Antxr2",2034.98,2451.32
"Antxrl",0,0
"Anxa1",630.811,1213.634
"Anxa10",0,14
"Anxa11",5467.344,6445.402
"Anxa13",3840.955,1694.858
"Anxa2",24288.867,35991.111
"Anxa3",300.133,612.522
"Anxa4",28666.111,21109.829
"Anxa5",1334.453,2207.895
"Anxa6",1698.475,2300.367
"Anxa7",2835.944,3184.841
"Anxa8",7,235.137
"Anxa9",16,16
"Aoah",82.053,51
"Aoc1",19947.017,12345.275
"Aoc2",54.654,61.13
"Aoc3",685.351,1050.196
"Aox1",32.993,31
"Aox2",5,0
"Aox3",8,2
"Aox4",0,0
"Ap1ar",1660.734,1497.101
"Ap1b1",2262.472,2262.602
"Ap1g1",3298.56,3350.707
"Ap1g2",990.685,1334.259
"Ap1m1",659.352,729.095
"Ap1m2",1873.207,2454.766
"Ap1s1",1759.196,2895.871
"Ap1s2",334.232,408.016
"Ap2a1",985.85,1251.452
"Ap2a2",4780.569,4007.556
"Ap2b1",3974.499,3823.285
"Ap2m1",5939.589,6227.024
"Ap2s1",1689.888,2608.78
"Ap3b1",2630.395,2455.374
"Ap3b2",38,41.001
"Ap3d1",2776.413,2606.913
"Ap3m1",1458.113,1871.289
"Ap3m2",152,155.714
"Ap3s1",1187.073,1442.227
"Ap3s2",959.878,1002.98
"Ap4b1",449,478.646
"Ap4e1",250.958,210.736
"Ap4m1",567.258,604.063
"Ap4s1",369.033,448
"Ap5b1",160.957,148
"Ap5m1",431.016,431.002
"Ap5s1",349.801,436.82
"Ap5z1",267.738,256.731
"Apaf1",2110.898,1754.53
"Apba1",188.06,190.957
"Apba2",25,41
"Apba3",406.115,381
"Apbb1",209.987,221.248
"Apbb1ip",241.001,270
"Apbb2",792.344,788.377
"Apc",2981.007,2563.451
"Apc2",27,23
"Apcdd1",99.046,142.453
"Apcs",0,0
"Apeh",1660.151,1835.809
"Apex1",640.719,940.185
"Apex2",144.999,156.655
"Aph1a",3002.628,3428.693
"Aph1b",208.226,280.444
"Aph1c",48.61,46.55
"Api5",853.254,700.368
"Apip",116,198.005
"Apitd1",49.015,93
"Aplf",219.348,240.094
"Apln",78,105.023
"Aplnr",154,206
"Aplp1",2922.471,1836.67
"Aplp2",6835.759,6754.424
"Apmap",718.448,900.148
"Apoa1",75555.796,40897.315
"Apoa1bp",715.49,809.457
"Apoa2",10,2
"Apoa4",10964.246,4870.447
"Apoa5",0,1
"Apob",73966.17,31011.848
"Apobec1",835.348,1034.989
"Apobec2",46,104
"Apobec3",948.572,1888.328
"Apobec4",0,0
"Apobr",88,106.374
"Apoc1",1,0
"Apoc3",384.999,183
"Apoc4",0,0
"Apod",109,178.165
"Apoe",5661.526,5930.256
"Apof",0,0
"Apoh",48.007,317.633
"Apol10a",19260.753,14905.63
"Apol10b",983.373,913.281
"Apol11b",6.233,19.292
"Apol6",30.346,33.68
"Apol7c",1987.86,1892.905
"Apol8",3,5
"Apol9a",1370.182,344.412
"Apold1",86.1,95.259
"Apom",2,2
"Apon",3,4
"Apoo",687.224,917.195
"Apool",680.024,860.713
"Apopt1",365.668,568.177
"App",13870.888,11660.936
"Appbp2",1513.715,1552.769
"Appl1",997.484,1144.388
"Appl2",1192.667,1279.911
"Aprt",1125.48,1729.736
"Aptx",285.38,312.001
"Aqp1",5457.692,2001.715
"Aqp11",963.378,626.04
"Aqp12",0,0
"Aqp2",0,0
"Aqp3",62,6
"Aqp4",251,244.001
"Aqp5",0,0
"Aqp6",0,0
"Aqp7",306.401,363.32
"Aqp8",11,13
"Aqp9",3,17
"Aqr",1096.304,1161.057
"Ar",77.282,65.006
"Araf",1328.472,1534.695
"Arap1",1084.097,1049.532
"Arap2",2138.061,1701.642
"Arap3",181.651,163.145
"Arc",9,17
"Arcn1",2936.851,2323.137
"Areg",150,139
"Arel1",1243.133,1118.286
"Arf1",11905.709,13812.067
"Arf2",405.042,624.288
"Arf3",4902.878,5222.847
"Arf4",6853.227,9303.313
"Arf5",1972.633,2581.982
"Arf6",11406.242,9827.354
"Arfgap1",805.622,1006.33
"Arfgap2",1321.589,1530.496
"Arfgap3",2739.126,2243.679
"Arfgef1",6194.513,5846.33
"Arfgef2",1518.177,1586.264
"Arfgef3",238.806,277.241
"Arfip1",2006.547,2661.159
"Arfip2",763.737,1025.338
"Arfrp1",582.003,713.906
"Arg1",17,72.705
"Arg2",2634.674,1538.099
"Arglu1",912.6,1030.86
"Arhgap1",2735.964,2345.575
"Arhgap10",202.024,229.006
"Arhgap11a",507.672,512.057
"Arhgap12",2323.98,1790.15
"Arhgap15",113,92.025
"Arhgap17",1503.984,1350.801
"Arhgap18",2610.573,2318.711
"Arhgap19",380.125,349.094
"Arhgap20",123.001,97
"Arhgap21",2135.742,2607.545
"Arhgap22",49,41
"Arhgap23",214.069,269.027
"Arhgap24",212.999,238.145
"Arhgap25",169.031,130.999
"Arhgap26",1315.37,702.475
"Arhgap27",1238.839,1273.642
"Arhgap28",95.244,112
"Arhgap29",642.371,639.034
"Arhgap30",420.132,314.019
"Arhgap31",1038.976,783.387
"Arhgap32",2670.545,2329.444
"Arhgap33",80.002,76
"Arhgap35",1457.607,1726.165
"Arhgap36",0,0
"Arhgap39",288.36,270.365
"Arhgap4",170,173.866
"Arhgap40",0,6
"Arhgap42",1388.432,1117.346
"Arhgap44",80,129.001
"Arhgap5",2574.571,1958.153
"Arhgap6",274.657,267.076
"Arhgap8",97,128
"Arhgap9",123.187,103
"Arhgdia",8495.011,10437.989
"Arhgdib",791.801,668.529
"Arhgdig",20,44
"Arhgef1",1240.976,1476.457
"Arhgef10",191.919,200.09
"Arhgef10l",443.671,607.311
"Arhgef11",2051.676,1893.147
"Arhgef12",2075.61,1765.888
"Arhgef15",147.418,162.384
"Arhgef16",2439.865,2338.867
"Arhgef17",461.052,513.512
"Arhgef18",913.281,837.001
"Arhgef19",616.884,521.734
"Arhgef2",1658.758,1379.701
"Arhgef25",344.992,521.119
"Arhgef26",1264.526,1004.323
"Arhgef28",382.119,437.895
"Arhgef3",1329.017,984.782
"Arhgef33",3,1
"Arhgef37",68,54.001
"Arhgef39",408.02,481.615
"Arhgef40",323.287,401.418
"Arhgef6",264.528,201.015
"Arhgef7",1273.303,1188.033
"Arhgef9",155.149,220.258
"Arid1a",3048.206,2857.833
"Arid1b",1367.187,1178.343
"Arid2",1430.307,1375.134
"Arid3a",200,202.028
"Arid3b",161,145.181
"Arid3c",0,0
"Arid4a",1277.976,1313.834
"Arid4b",1635.203,1506.431
"Arid5a",210.104,234.875
"Arid5b",573.875,433.542
"Arih1",2710.785,2660.942
"Arih2",947.548,928.073
"Arl1",3294.516,4245.288
"Arl10",28.078,55
"Arl11",45,26
"Arl13a",1,0
"Arl13b",402.566,365.973
"Arl14",113.002,174.001
"Arl14ep",318.295,324
"Arl14epl",0,0
"Arl15",288.268,282.607
"Arl16",154,192.184
"Arl2",264.466,318.023
"Arl2bp",1447.294,1759.808
"Arl3",249.204,299.027
"Arl4a",2489.975,2104.92
"Arl4c",215,285.129
"Arl4d",722.904,375.582
"Arl5a",2709.555,3086.843
"Arl5b",718.949,770.799
"Arl5c",42,24
"Arl6",78.001,97.14
"Arl6ip1",7962.053,6635.555
"Arl6ip4",510.148,754.844
"Arl6ip5",1669.018,2110.429
"Arl6ip6",380.092,364.083
"Arl8a",1389.552,1510.374
"Arl8b",335.269,231.403
"Arl9",0,2
"Armc1",621.281,641.916
"Armc10",786.511,1049.863
"Armc12",0,0
"Armc3",4,4
"Armc4",0,2
"Armc5",388.367,497.556
"Armc6",122,105.082
"Armc7",254.116,196.477
"Armc8",1349.631,1372.633
"Armc9",90.999,119.357
"Armcx1",116,195.036
"Armcx2",118.768,194.323
"Armcx3",209.095,311.098
"Armcx4",92,134
"Armcx5",91.447,108.671
"Armcx6",16,16.806
"Armt1",334.145,415.268
"Arnt",1220.771,1316.61
"Arnt2",64,40
"Arntl",1299.686,1290.763
"Arntl2",45.048,84.945
"Arpc1a",2419.256,2587.59
"Arpc1b",4162.297,4865.051
"Arpc2",9814.312,10939.823
"Arpc3",4532.865,6074.759
"Arpc4",3718.603,4656.73
"Arpc5",7948.948,9200.054
"Arpc5l",848.806,1023.574
"Arpin",1405.51,1711.914
"Arpp19",1587.341,2041.582
"Arpp21",5,8.005
"Arr3",0,0
"Arrb1",4415.23,3987.209
"Arrb2",470.154,431.204
"Arrdc1",771.441,970.736
"Arrdc2",166.814,148.135
"Arrdc3",1315.622,1219.474
"Arrdc4",1774.915,1267.808
"Arrdc5",0,0
"Arsa",486.99,528.175
"Arsb",461.445,548.605
"Arsg",84.037,123
"Arsi",18,30.996
"Arsj",22,17.025
"Arsk",201.905,149
"Art1",0,0
"Art2a-ps",58,140.994
"Art2b",25.24,29.006
"Art3",391.29,514.232
"Art4",35.011,31
"Art5",6,12
"Artn",19,30
"Arv1",26,49.001
"Arvcf",228,236.994
"Arx",11,10
"As3mt",1057.664,1070.709
"Asah1",2853.804,2910.297
"Asah2",3198.034,1165.276
"Asap1",1077.769,1106.09
"Asap2",1818.884,1663
"Asap3",110.999,95
"Asb1",185,212.014
"Asb10",2,3
"Asb11",6,5
"Asb12",0,0
"Asb13",561.916,427.669
"Asb14",0,0
"Asb15",0,0
"Asb16",8,33
"Asb17",0,0
"Asb18",6,6.143
"Asb2",697.199,819.146
"Asb3",253.419,232.824
"Asb4",5,1
"Asb5",6,2
"Asb6",195.979,273.035
"Asb7",499.04,547.448
"Asb8",768.73,945.742
"Asb9",0,0
"Ascc1",469.016,621.084
"Ascc2",1671.949,1680.331
"Ascc3",1061.41,993.127
"Ascl1",28.062,22
"Ascl2",94.884,125.26
"Ascl3",3,3
"Ascl4",0,4
"Ascl5",0,0
"Asf1a",283.92,421.703
"Asf1b",250.655,381.055
"Asgr1",4,5
"Asgr2",5,13
"Ash1l",1773.262,1603.387
"Ash2l",1550.451,1616.267
"Asic1",23,21
"Asic2",23,25
"Asic3",4,5
"Asic4",4,2
"Asic5",21,7
"Asl",485.029,607.953
"Asna1",780.041,933.844
"Asns",1611.294,1679.771
"Asnsd1",934.065,1016.681
"Aspa",3966.25,1678.654
"Aspdh",0,0
"Aspg",173.265,193.116
"Asph",2036.879,3082.468
"Asphd2",15,29.008
"Aspm",316.055,347.038
"Aspn",900.716,839.867
"Asprv1",11,16
"Aspscr1",921.097,1033.781
"Asrgl1",160.018,152.263
"Ass1",519.758,854.267
"Aste1",170.604,211.022
"Astl",0,0
"Astn1",118.172,179.004
"Astn2",35,42
"Asun",728.16,821.381
"Asxl1",1125.821,931.565
"Asxl2",913.867,862.737
"Asxl3",8,11
"Asz1",4,18.296
"Atad1",2674.052,2519.395
"Atad2",567.117,657.272
"Atad2b",1028.894,902.271
"Atad3a",655.35,1052.747
"Atad5",189.022,236.181
"Atat1",213.995,169.002
"Atcay",42,31
"Ate1",950.385,1098.328
"Atf1",775.898,856.618
"Atf2",1519.569,1247.316
"Atf3",755.451,872.306
"Atf4",4701.217,6017.67
"Atf5",805,923.313
"Atf6",1944.415,1784.23
"Atf6b",587.135,863.143
"Atf7ip",1852.385,1532.764
"Atf7ip2",25,26.012
"Atg10",102.516,129.23
"Atg101",410.882,451.987
"Atg12",1275.44,1044.402
"Atg13",1269.642,1006.366
"Atg14",432.017,318.551
"Atg16l1",589.214,573.148
"Atg16l2",89.035,69
"Atg2a",772.998,760.392
"Atg2b",1020.233,900.731
"Atg3",1410.71,1367.796
"Atg4a",164.733,154.202
"Atg4a-ps",289.694,332.634
"Atg4b",979.773,1099.359
"Atg4c",671.219,751.764
"Atg4d",1270.647,1277.223
"Atg5",1226.019,1256.807
"Atg7",416.505,493.175
"Atg9a",2398.594,2100.127
"Atg9b",11,10
"Athl1",401.012,572.902
"Atic",1871.221,2702.995
"Atl1",69,96.174
"Atl2",3457.203,3177.658
"Atl3",1861.588,1865.386
"Atm",387.238,294.791
"Atmin",814.718,750.635
"Atn1",5.397,0
"Atoh1",679.293,1153.466
"Atoh7",0,0
"Atoh8",135,69
"Atox1",467.088,672.487
"Atp10a",88,135
"Atp10b",3998.715,4092.421
"Atp10d",68.052,61.002
"Atp11a",483.961,537.532
"Atp11b",4814.818,4459.308
"Atp11c",602.43,476.01
"Atp12a",4,2
"Atp13a1",1285.341,1374.122
"Atp13a2",311.636,210.386
"Atp13a3",4631.614,3368.483
"Atp13a4",0,0
"Atp13a5",0,0
"Atp1a1",48988.361,44358.901
"Atp1a2",637.092,640.039
"Atp1a3",110,109
"Atp1a4",2,5
"Atp1b1",33705.236,29115.044
"Atp1b2",320.004,358.432
"Atp1b3",1549.033,2158.271
"Atp1b4",0,0
"Atp2a1",0,1
"Atp2a2",10448.973,12242.336
"Atp2a3",6524.171,11778.955
"Atp2b1",6811.447,8504.665
"Atp2b2",54.001,99
"Atp2b3",5,11
"Atp2b4",2402.532,3563.02
"Atp2c1",2237.554,2413.801
"Atp2c2",335.038,358.137
"Atp4a",6,8
"Atp4b",0,0
"Atp5a1",29028.781,38368.423
"Atp5b",34876.945,41797.118
"Atp5c1",8723.451,10549.741
"Atp5d",4108.985,5876.11
"Atp5e",2318.038,3744.286
"Atp5f1",9774.455,13056.123
"Atp5g1",1871.359,3164.329
"Atp5g2",2107.638,3100.443
"Atp5g3",8956.174,12242.987
"Atp5h",4766.826,6546.52
"Atp5j",4297.909,5605.284
"Atp5j2",3848.707,5687.163
"Atp5k",1794.353,3036.599
"Atp5l",4163.282,6412.357
"Atp5o",7078.025,8604.624
"Atp5s",118,205.697
"Atp5sl",515.25,562.001
"Atp6ap1",2292.56,3134.543
"Atp6ap1l",1,0
"Atp6ap2",3050.068,3731.362
"Atp6v0a1",1850.255,2052.167
"Atp6v0a2",6206.405,5175.828
"Atp6v0a4",8,2.216
"Atp6v0b",1238.777,1610.441
"Atp6v0c",200.745,264.317
"Atp6v0d1",1655.888,2129.805
"Atp6v0d2",8,15
"Atp6v0e",1367.087,1632.665
"Atp6v0e2",929.14,1016.2
"Atp6v1a",1882.995,2113.533
"Atp6v1b1",0,1
"Atp6v1b2",3459.372,4346.994
"Atp6v1c1",1109.6,1517.05
"Atp6v1c2",1,1
"Atp6v1d",1142.797,1513.426
"Atp6v1e1",2096.937,2611.01
"Atp6v1e2",1,0
"Atp6v1f",884.899,1312.92
"Atp6v1g1",1539.458,2138.214
"Atp6v1g2",91,83
"Atp6v1g3",0,0
"Atp6v1h",1305.616,1815.342
"Atp7a",526.227,310.009
"Atp7b",166,257.456
"Atp8a1",868.791,831.516
"Atp8a2",258.77,254.084
"Atp8b1",13824.952,9133.002
"Atp8b2",338.634,322
"Atp8b3",1,0
"Atp8b4",24,14.412
"Atp8b5",6,10
"Atp9a",4691.01,5084.668
"Atp9b",744.537,813.67
"Atpaf1",107.273,129.201
"Atpaf2",558.526,660.765
"Atpif1",4185.352,5841.27
"Atr",412.385,506.576
"Atraid",716.047,911.624
"Atrip",72.739,115.986
"Atrn",1195.964,993.781
"Atrnl1",1940.583,1519.986
"Atrx",2293.581,2535.2
"Atxn1",2169.41,1778.006
"Atxn10",605.749,726.037
"Atxn1l",1140.66,1036.024
"Atxn2",868.206,1008.076
"Atxn2l",2080.452,2319.365
"Atxn3",835.989,752.398
"Atxn7",357.431,186.913
"Atxn7l1",545.08,606.236
"Atxn7l2",103.055,114
"Atxn7l3",1539.13,1507.056
"Atxn7l3b",6890.315,5786.265
"AU015836",0,1
"AU018091",1,0
"AU019823",461.008,553.685
"AU021092",28,34
"AU022252",394.793,433.939
"AU022751",0,0
"AU040320",3368.506,3168.077
"AU041133",102.291,126.961
"Auh",606.737,627.578
"Aunip",78.328,118
"Aup1",2041.562,2554.003
"Aurka",550.784,854.971
"Aurkaip1",944.626,1350.991
"Aurkb",499.053,612.891
"Auts2",713.134,958.497
"Aven",416.06,585.758
"Avil",462.189,1295.594
"Avl9",1681.035,1297.771
"Avp",0,0
"Avpi1",74,144.012
"Avpr1a",54.057,70
"Avpr1b",5,9
"Avpr2",1,2
"AW011738",32,27.065
"AW146154",341,329.626
"AW209491",216,238.011
"AW549877",1041.252,1215.008
"AW551984",113.169,85
"AW554918",156,178.019
"Awat1",0,0
"Awat2",1,9
"Axdnd1",10,15
"Axin1",1209.035,1064.368
"Axin2",2638.151,1983.022
"Axl",1195.865,1493.241
"AY074887",0,0
"AY761185",19384.49,30546.799
"Aym1",0,0
"Azgp1",5,8
"Azi2",2274.219,2144.386
"Azin1",8131.493,8739.937
"Azin2",62.01,83.001
"B130006D01Rik",12,15
"B230104I21Rik",0,0
"B230118H07Rik",259,360.234
"B230217C12Rik",8,21
"B230219D22Rik",1390.581,1328.686
"B230307C23Rik",28.693,39.831
"B230359F08Rik",0,0
"B2m",55204.046,40384.448
"B3galnt1",234.303,293.01
"B3galnt2",690.684,902.821
"B3galt1",17,21
"B3galt2",10,11
"B3galt4",165.747,161.939
"B3galt5",90,97
"B3galt6",106,155
"B3gat1",1,0
"B3gat2",1,0
"B3gat3",550.318,707.848
"B3glct",788.329,725.495
"B3gnt2",793.305,540.474
"B3gnt3",3362.775,3179.983
"B3gnt4",1,2
"B3gnt5",116.284,215.015
"B3gnt6",60.004,77.999
"B3gnt7",954.193,1708.197
"B3gnt8",49,28
"B3gnt9",67.264,112
"B3gntl1",97,121
"B430218F22Rik",5.002,3
"B430305J03Rik",5.016,1
"B430306N03Rik",5.004,7
"B4galnt1",5226.213,4110.798
"B4galnt2",5178.346,3858.163
"B4galnt3",382.031,256.524
